0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
specimen_02_epoch000,35.06851577758789,34.96244430541992,32.04795837402344,29.750492095947266,30.77775001525879,30.071048736572266,30.188840866088867,30.268619537353516,30.873960494995117,29.378570556640625,34.07111358642578,34.797115325927734,34.068241119384766,34.310401916503906,33.71771240234375,34.160316467285156,31.840076446533203,34.30085372924805,34.58132553100586,29.484521865844727,34.118560791015625,34.217220306396484,34.171905517578125,34.20961380004883,31.956998825073242,33.01271057128906,33.42070007324219,31.877695083618164,30.960460662841797,29.608678817749023,30.289796829223633,29.65291976928711,29.422740936279297,29.53401756286621,35.5760498046875,34.639286041259766,37.99958801269531,38.069847106933594,42.106685638427734,37.79191589355469,38.21717071533203,39.17881393432617,41.62509536743164,42.80988693237305,45.262901306152344,48.43316650390625,48.86332702636719,51.533206939697266,49.53746795654297,38.245784759521484,48.74649429321289,48.43717575073242,48.058692932128906,48.30161666870117,49.27157974243164,51.170166015625,37.394996643066406,36.41071319580078,41.995357513427734,37.394283294677734,52.90009307861328,49.75315856933594,46.6287956237793,42.53315353393555,42.98554611206055,38.7943115234375,37.39735794067383,36.58021545410156,37.96817398071289,41.044620513916016,39.263328552246094,37.95370101928711,37.55777359008789,34.8810920715332,37.02400207519531,38.873756408691406,40.912654876708984,43.25503921508789,45.56861114501953,48.431480407714844,40.4940185546875,38.59620666503906,37.14735794067383,40.154876708984375,37.00734329223633,36.45092010498047,36.79328536987305,38.17729568481445,40.4018669128418,42.20907211303711,43.78715896606445,46.44507598876953,49.261722564697266,48.97084426879883,38.21269226074219,42.29899597167969,36.57745361328125,42.035667419433594,42.90829849243164,41.87641906738281,40.417179107666016,39.87832260131836,36.6507453918457,35.306270599365234
specimen_02_epoch050,13.075011253356934,13.220706939697266,15.470041275024414,15.214590072631836,14.01651668548584,17.012470245361328,16.881366729736328,17.4916934967041,16.304458618164062,12.898747444152832,16.91646957397461,13.860220909118652,16.889633178710938,16.464908599853516,15.027241706848145,14.104633331298828,16.28585433959961,12.795928955078125,12.649698257446289,13.13364028930664,12.656651496887207,12.584043502807617,12.253294944763184,12.127400398254395,17.933483123779297,18.65822410583496,17.450550079345703,18.152124404907227,16.861745834350586,13.461540222167969,14.434816360473633,15.51339340209961,14.64002513885498,14.600652694702148,12.590408325195312,13.63892936706543,9.748269081115723,10.267950057983398,13.88312816619873,16.086078643798828,9.732897758483887,9.47458553314209,12.83029556274414,16.39497947692871,17.732669830322266,16.838237762451172,5.477846622467041,15.2430419921875,12.349273681640625,11.064593315124512,9.210579872131348,5.992721080780029,11.75904369354248,14.983738899230957,20.22106170654297,23.72349739074707,16.44987678527832,19.76912498474121,13.305105209350586,10.49120807647705,21.075305938720703,24.389785766601562,17.346437454223633,12.408624649047852,9.648530006408691,6.106173992156982,8.469646453857422,14.404525756835938,15.94347858428955,18.055553436279297,14.922505378723145,16.312562942504883,15.469738006591797,9.554755210876465,9.160816192626953,7.672395706176758,8.08776569366455,9.818212509155273,16.506364822387695,26.188148498535156,21.728347778320312,19.929075241088867,8.423690795898438,21.860389709472656,19.251224517822266,14.291078567504883,10.922406196594238,5.8247833251953125,1.8623580932617188,4.179845809936523,6.026136875152588,12.074251174926758,21.494638442993164,13.205337524414062,4.961764335632324,4.112363815307617,14.484623908996582,19.7658748626709,25.47965431213379,19.62662124633789,18.663801193237305,22.636337280273438,19.106307983398438,12.668599128723145
specimen_02_epoch100,9.273621559143066,8.795552253723145,6.736458778381348,17.490318298339844,8.410593032836914,17.095256805419922,17.325586318969727,14.975419998168945,13.267102241516113,9.480964660644531,9.039148330688477,13.936662673950195,16.948196411132812,15.670440673828125,13.965973854064941,13.773183822631836,15.028779983520508,14.40243911743164,14.451669692993164,9.388834953308105,14.834420204162598,14.402108192443848,14.964495658874512,15.00057601928711,14.217692375183105,13.1870698928833,12.955596923828125,14.600712776184082,16.55462074279785,9.834853172302246,16.015230178833008,15.357735633850098,8.330843925476074,8.478870391845703,9.041360855102539,8.1030912399292,14.68184757232666,13.172820091247559,15.297698020935059,15.587339401245117,13.312189102172852,18.091205596923828,15.215225219726562,15.729856491088867,14.174949645996094,16.098995208740234,13.04150676727295,16.870765686035156,17.766620635986328,13.906293869018555,15.289215087890625,14.565629959106445,10.940256118774414,13.496737480163574,17.957515716552734,22.7980899810791,13.289107322692871,14.095733642578125,15.72005558013916,12.58970832824707,15.632609367370605,21.50022315979004,22.94517707824707,16.543190002441406,12.528361320495605,12.388250350952148,10.945354461669922,13.342448234558105,15.082324028015137,18.133270263671875,17.646148681640625,15.822308540344238,17.209491729736328,8.838043212890625,12.505441665649414,14.085088729858398,17.042341232299805,20.70038414001465,30.353179931640625,28.933250427246094,20.52615737915039,21.294069290161133,11.635601997375488,15.202142715454102,8.519394874572754,7.667294979095459,8.159626960754395,7.515103816986084,9.730874061584473,13.09918212890625,16.987289428710938,25.847652435302734,24.878597259521484,14.999749183654785,6.806767463684082,12.660774230957031,7.596281051635742,19.015005111694336,30.184871673583984,19.424253463745117,17.595252990722656,15.65388011932373,13.791202545166016,9.612088203430176
specimen_02_epoch1000,1.4458131790161133,1.1002601385116577,4.0027174949646,2.7726731300354004,2.762988805770874,2.7764716148376465,2.751889228820801,2.935554027557373,3.4394612312316895,2.4460690021514893,3.1686418056488037,1.7163010835647583,3.3065147399902344,2.1571531295776367,2.612107276916504,1.3903230428695679,3.2332515716552734,0.8726641535758972,0.8986992239952087,2.5839595794677734,1.0042178630828857,1.0740680694580078,1.2647067308425903,1.2828491926193237,3.198657751083374,3.6237103939056396,2.96983003616333,2.8506269454956055,3.0157501697540283,2.923002243041992,3.039947509765625,2.1771159172058105,2.226459503173828,2.2110509872436523,3.248081684112549,1.4253178834915161,2.849745988845825,3.3651134967803955,2.084172248840332,2.573683738708496,3.179506778717041,3.125188112258911,2.2513930797576904,2.771831512451172,5.362378120422363,9.153167724609375,4.537327766418457,7.442758560180664,4.9557952880859375,3.335695743560791,4.367166042327881,4.278458595275879,3.357269287109375,2.8387207984924316,3.3210337162017822,6.647815704345703,4.304297924041748,2.1989119052886963,2.149662733078003,2.678340435028076,8.026240348815918,6.482548236846924,3.620931386947632,2.213362693786621,2.957026720046997,3.850250482559204,2.6587271690368652,2.240973949432373,2.3645074367523193,6.234086036682129,5.018229007720947,2.6567459106445312,2.329893112182617,0.40844064950942993,1.1506640911102295,0.7359002828598022,2.1079916954040527,1.1433976888656616,3.817451238632202,5.190385818481445,6.061007499694824,2.8230278491973877,0.9648280143737793,1.5601983070373535,1.3842121362686157,1.919542670249939,0.4974037706851959,0.33369114995002747,0.6063048243522644,1.4890813827514648,0.3353218734264374,2.3935742378234863,4.854381084442139,4.799427032470703,0.30345848202705383,1.8507038354873657,1.7461187839508057,2.55818247795105,15.97636890411377,4.357649803161621,3.1506314277648926,3.1831769943237305,3.161689043045044,2.5669069290161133
specimen_02_epoch150,2.887845993041992,3.0206878185272217,8.501689910888672,5.853475093841553,7.1392645835876465,7.358940601348877,7.019872665405273,7.704881191253662,7.105956077575684,5.93615198135376,10.141599655151367,3.136357069015503,9.047806739807129,8.0660982131958,6.069461345672607,5.285070896148682,6.395402431488037,4.739979267120361,4.566454887390137,6.041442394256592,4.758399963378906,4.773090362548828,4.410507678985596,4.1898369789123535,9.667059898376465,7.712141036987305,8.625520706176758,10.026521682739258,8.928496360778809,6.273163795471191,10.10379695892334,9.02099609375,5.020126819610596,4.973495006561279,3.5406341552734375,4.479885101318359,3.2709426879882812,2.3982837200164795,1.8271825313568115,6.553433895111084,3.3995280265808105,1.8679773807525635,2.268725872039795,3.702770709991455,5.595729351043701,8.173932075500488,5.729039669036865,11.814227104187012,10.540918350219727,2.9551870822906494,8.98226547241211,5.546382427215576,1.274871587753296,1.0721250772476196,4.628266334533691,10.096336364746094,10.601874351501465,7.174339771270752,2.1777918338775635,5.188990116119385,9.799073219299316,7.1395182609558105,4.531692981719971,2.8284924030303955,2.896486282348633,3.020676374435425,4.764294624328613,9.101394653320312,6.385925769805908,10.50545597076416,6.6625165939331055,6.152528762817383,6.685375213623047,2.541501998901367,3.990895986557007,3.900541305541992,5.482947826385498,6.899020195007324,13.854182243347168,14.180453300476074,4.148958683013916,15.665590286254883,5.081767559051514,11.04391098022461,5.737600803375244,5.811845779418945,3.281405448913574,3.0511279106140137,3.2174901962280273,3.8861663341522217,4.649355411529541,11.760635375976562,12.917353630065918,11.444368362426758,3.2857120037078857,3.843088150024414,5.882147312164307,8.137929916381836,22.45514488220215,9.516307830810547,11.016096115112305,6.751596927642822,1.128663182258606,3.7023766040802
specimen_02_epoch200,4.675151824951172,4.1091814041137695,3.4626266956329346,2.567436933517456,2.324796676635742,3.220050811767578,3.099626302719116,4.5688605308532715,3.6208744049072266,1.7297075986862183,6.1006178855896,3.4125118255615234,6.98163366317749,6.453367710113525,6.218198776245117,4.397599220275879,4.874086380004883,2.961186170578003,2.897520065307617,1.950838327407837,2.991013765335083,2.869536876678467,2.544774055480957,2.384037971496582,7.786388874053955,7.286533832550049,6.8690948486328125,7.306365966796875,7.385939121246338,2.5492424964904785,6.663311004638672,5.408228874206543,2.958101749420166,2.9649159908294678,5.470810890197754,4.3782057762146,4.0900444984436035,1.4415894746780396,2.726810932159424,6.378604412078857,1.4557195901870728,2.5133700370788574,2.542717695236206,5.269090175628662,5.5970072746276855,10.028084754943848,7.927297592163086,15.439004898071289,11.898674011230469,1.5551258325576782,10.231165885925293,7.457789421081543,2.8665385246276855,2.8295018672943115,3.5708961486816406,10.296944618225098,9.108898162841797,5.773234844207764,2.84427809715271,3.40105938911438,8.54187297821045,7.115006446838379,5.927068710327148,3.0544583797454834,1.363603949546814,3.0011162757873535,2.509906530380249,6.8384833335876465,6.09664249420166,9.097902297973633,8.378335952758789,6.724815845489502,4.560669422149658,3.763453483581543,5.168154716491699,3.7262301445007324,4.793932914733887,6.124263763427734,9.889161109924316,8.894824981689453,10.722549438476562,13.592284202575684,5.129898548126221,5.656270980834961,5.5472517013549805,3.3574984073638916,2.1914167404174805,1.380741834640503,2.184951066970825,3.6116981506347656,4.205615520477295,8.82825756072998,8.649070739746094,10.332258224487305,1.2330793142318726,3.4685370922088623,2.9797585010528564,10.569252014160156,25.772069931030273,12.074761390686035,5.6825971603393555,5.373136043548584,6.901976108551025,4.906563758850098
specimen_02_epoch250,7.850661754608154,7.845398426055908,2.4756381511688232,2.3268887996673584,2.2860543727874756,2.767470121383667,2.2442023754119873,3.2571089267730713,2.357546329498291,2.1141016483306885,4.508706092834473,5.0896711349487305,5.582034111022949,3.691284418106079,3.1737544536590576,2.113024950027466,5.042178630828857,2.706555128097534,2.5777957439422607,2.1773805618286133,2.665029525756836,2.4790444374084473,2.7711987495422363,2.8204169273376465,5.649435997009277,5.44317626953125,5.196656227111816,4.794466495513916,5.840006351470947,2.9997265338897705,6.343700408935547,5.532846450805664,1.993301510810852,1.9026317596435547,8.536980628967285,6.912029266357422,4.700521945953369,3.127681255340576,5.033520698547363,5.7351579666137695,2.713402509689331,4.552099704742432,5.07114839553833,7.669358730316162,9.944924354553223,12.965744972229004,6.619134902954102,14.948134422302246,12.2440824508667,2.8146138191223145,8.82858943939209,7.002823352813721,4.666058540344238,4.325590133666992,4.974722862243652,10.692647933959961,7.8529462814331055,4.29444694519043,5.110072612762451,4.06080436706543,15.001160621643066,12.43368148803711,7.564159870147705,5.26235294342041,3.369047164916992,4.171685218811035,4.031240463256836,5.266365051269531,5.634875297546387,8.91081714630127,8.79022216796875,6.9250922203063965,3.229741096496582,1.5485172271728516,2.8340048789978027,2.5277152061462402,5.83059549331665,4.874903678894043,11.29290771484375,13.072892189025879,8.558274269104004,14.266755104064941,2.845080852508545,8.926531791687012,3.2395570278167725,1.8407433032989502,2.640005588531494,1.9283344745635986,1.3968677520751953,4.502015590667725,4.545871734619141,10.658720016479492,12.271646499633789,9.728292465209961,1.7176934480667114,4.589451789855957,1.9314807653427124,9.851339340209961,23.39735984802246,11.10770320892334,9.208517074584961,6.4015889167785645,3.423757791519165,3.2522616386413574
specimen_02_epoch300,3.717824935913086,3.8669776916503906,5.69368839263916,4.849411487579346,5.527713298797607,5.624289035797119,5.064157485961914,5.792111873626709,4.573999881744385,2.9716906547546387,5.301093101501465,5.459736347198486,9.8463716506958,8.394366264343262,8.099178314208984,6.600497722625732,6.711422920227051,4.837345123291016,4.557453632354736,3.1449832916259766,4.529311656951904,4.452999114990234,4.091427803039551,4.030923843383789,8.293992042541504,7.321605682373047,7.617034912109375,7.114469051361084,7.2248992919921875,3.8760666847229004,8.102033615112305,6.943289756774902,2.7301177978515625,2.5990798473358154,4.181511402130127,4.005003452301025,4.885483741760254,4.283514022827148,1.4050343036651611,4.506800174713135,4.3612141609191895,4.055152893066406,1.5036622285842896,3.2663559913635254,7.7056708335876465,12.750901222229004,5.8555426597595215,13.084799766540527,10.453012466430664,4.425980567932129,6.230032920837402,5.2443013191223145,4.323469638824463,2.363754987716675,2.936218738555908,7.52411413192749,7.80369234085083,5.146334648132324,1.1295689344406128,6.61724328994751,13.094212532043457,10.356058120727539,5.274824142456055,2.406181573867798,2.07388973236084,4.947712421417236,5.988539218902588,5.119407653808594,4.200879096984863,8.017163276672363,6.137298107147217,4.157336711883545,4.006368160247803,1.2573437690734863,1.611884593963623,2.0427839756011963,3.1963136196136475,3.3853440284729004,6.995203018188477,7.075278282165527,14.001924514770508,14.412044525146484,1.6687347888946533,7.452488899230957,4.054375171661377,2.388165235519409,1.7954084873199463,1.5540080070495605,1.5229016542434692,1.6675944328308105,1.9170960187911987,4.96005392074585,4.880916595458984,8.03452205657959,1.7242509126663208,1.6634387969970703,2.0873146057128906,13.354194641113281,31.862306594848633,14.380010604858398,9.849285125732422,6.858164310455322,3.9676949977874756,1.9729726314544678
specimen_02_epoch350,2.2364447116851807,2.3026862144470215,4.264308929443359,3.6476714611053467,3.8007595539093018,4.174418926239014,3.6343116760253906,4.182580471038818,3.6918997764587402,2.746549367904663,4.748508453369141,3.5212018489837646,5.816200256347656,4.449429035186768,4.864684581756592,2.9662392139434814,4.564814567565918,1.8319616317749023,1.5403741598129272,2.5331358909606934,1.3106650114059448,1.239426851272583,1.2879599332809448,1.2451088428497314,6.6023969650268555,6.315643787384033,5.962506294250488,5.5534491539001465,6.295642852783203,2.7558438777923584,6.298985958099365,4.680798530578613,2.057684898376465,2.0824315547943115,3.3099114894866943,2.6969211101531982,3.496819019317627,3.9993791580200195,2.522735595703125,3.902446985244751,3.824082136154175,3.083338737487793,2.9001071453094482,4.154930114746094,7.830541133880615,11.513407707214355,4.780252456665039,9.531658172607422,7.287155628204346,4.005305767059326,4.902460098266602,4.001575946807861,4.150526523590088,3.0878758430480957,3.8910458087921143,8.483662605285645,7.053308963775635,2.8280951976776123,2.5246663093566895,4.01697301864624,13.544519424438477,10.230217933654785,5.721611976623535,4.519123077392578,4.057703971862793,4.317127227783203,3.8375918865203857,3.730557441711426,3.746110677719116,7.057360649108887,6.341855525970459,4.354705333709717,3.517345428466797,2.4148218631744385,1.4016222953796387,1.0178909301757812,4.07168436050415,4.513268947601318,9.43016529083252,8.654946327209473,8.430597305297852,10.196685791015625,1.3740484714508057,6.185103893280029,3.418078899383545,2.1929049491882324,3.021766185760498,2.4378201961517334,0.9314749836921692,1.4440194368362427,2.0004849433898926,6.467125415802002,7.2518463134765625,6.10104513168335,2.410339117050171,1.9051523208618164,2.2948291301727295,9.21310043334961,25.217710494995117,9.9501953125,6.597001552581787,3.7550292015075684,4.054928302764893,3.7680492401123047
specimen_02_epoch400,3.7351176738739014,3.630734920501709,3.900951385498047,4.9419941902160645,3.316993474960327,4.991903305053711,4.49224328994751,5.679962158203125,6.094264030456543,2.5905137062072754,2.193265199661255,3.303189754486084,5.038743019104004,3.7433807849884033,4.415536880493164,2.5986530780792236,4.4914069175720215,2.143070697784424,2.0644869804382324,2.6419785022735596,2.0894296169281006,2.0585691928863525,2.349931001663208,2.1847798824310303,5.6516594886779785,5.802305221557617,5.3265814781188965,4.80019474029541,5.191867828369141,3.190516471862793,4.853764533996582,4.195004463195801,2.2553298473358154,2.2233197689056396,4.449092864990234,2.5402002334594727,3.52337908744812,3.7001755237579346,2.4173076152801514,4.376165866851807,3.46126651763916,2.949174165725708,2.8277242183685303,3.0860888957977295,6.77933406829834,10.406783103942871,5.378654956817627,9.926247596740723,7.438964366912842,3.639456033706665,5.12567138671875,4.951636791229248,4.136544227600098,3.943063497543335,4.944614410400391,9.145790100097656,6.83323860168457,4.248409271240234,2.5035877227783203,4.609192848205566,11.067862510681152,8.458725929260254,5.270552635192871,3.908301591873169,3.846705675125122,4.881897449493408,4.5426106452941895,4.446193218231201,4.094494342803955,7.762828826904297,7.428071022033691,5.006118297576904,3.9698679447174072,1.0870901346206665,0.7304030060768127,1.1504731178283691,1.735607385635376,1.2017271518707275,5.102562427520752,7.8632707595825195,8.356063842773438,8.0874662399292,0.8392540812492371,5.607682228088379,3.014782190322876,3.3561248779296875,1.9512240886688232,1.1357858180999756,1.3198459148406982,0.5833867788314819,0.720245897769928,3.275338649749756,6.590764999389648,5.751032829284668,1.0869942903518677,0.7540763020515442,3.3713812828063965,7.031063556671143,20.1832275390625,7.342728137969971,5.991690158843994,7.721991062164307,5.185275077819824,4.604117393493652
